date,district,market,commodity_slug,variety,grade,min_price,max_price,modal_price,unit,source,fetched_at
2024-01-01,Kasargod,Kanjangadu Market,arecanut,Other,FAQ,39700,40600,40000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Kasargod,Kasargod,arecanut,Dry New,DES,35000,35000,35000,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Kasargod,Kasargod,arecanut,Dry Old,DES,41000,41000,41000,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Kasargod,Kasargod Market,arecanut,Other,FAQ,39000,40000,39500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Ernakulam,Kochi,arecanut,Dry 1st Quality,DES,29500,29500,29500,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Ernakulam,Kochi,arecanut,Dry 2nd Quality,DES,28500,28500,28500,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Kozhikode,Kozhikode,arecanut,Dry New,DES,32000,32000,32000,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Kozhikode,Kozhikode,arecanut,Dry Old,DES,36000,36000,36000,Rs/quintal,des,2026-07-09T17:00:42+00:00
2024-01-01,Uttara Kannada,Kumta APMC,arecanut,Chippu,FAQ,25899,32999,31569,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Uttara Kannada,Kumta APMC,arecanut,Cqca,FAQ,19189,32019,30749,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Uttara Kannada,Kumta APMC,arecanut,Factory,FAQ,11509,23299,21899,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Uttara Kannada,Kumta APMC,arecanut,Ripe,FAQ,32629,34359,33719,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Kannur,Kuthuparambu Market,arecanut,Other,FAQ,30000,38000,34000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2024-01-01,Wayanad,Mananthavady,arecanut,Dry New,DES,33000,33000,33000,Rs/quintal,des,2026-07-09T17:00:42+00:00
