date,title,source,url,fetched_at
2026-06-23,Coconut farmers face rising labour costs amid acute manpower shortage - newindianexpress.com,newindianexpress.com,https://news.google.com/rss/articles/CBMizAFBVV95cUxNVkVTVFNZcWU1VU5QcjgtTWw5aFRtZzhfTDlqeXpuM1R5V0d6U3p3MzkzcUpJUWJhN1FLb0lGZ1JKZnEwS0lEU2R5Uk5CZzd6UGFhQ2RyUC1Ubl95b3JsZTZpcGxqUzNvZHpYS19GN1ZjcFZ1ek5Qb2dlV1dtVEY1US13ZzY2TmR3a2RyYmp2LW9FTF9pb1ROcWJMZlhOblNPN1ZMa0FkS1UzTVg2MWhCMmZvWjR3eThETEhZdzBacUEzUUl2aW9KUnNzeFPSAdoBQVVfeXFMTzRVQ3VTdXdjclVaRE5zNGZzQVVqNF9vaEpYMFliem5iT3NZbE9CYTZrd3ltYWl1RXIxZ3JpY0s0YkpVZDlHcjFTREpERFlnUnQ3SXUySkFWT3hBeDdkUGUyVU40S2VLWE1IRm9CeUY4XzctRTJPNEtrellXZWY3LXd2UkRzbXNXT3d4bkVUemNUd1hYR0RGOTRxQ1NKTUdyamFxNmVQTEFvVVZDaFRlcko3WG94eGR1SVExLTM2aTV0QzZIRDAwZnBPRmxIT2NKd21NTjhuOE1iUWc?oc=5,2026-08-16T13:50:33+00:00
2026-06-22,Coconut farmers stage protest in Dindigul - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOVGRCWGJHRF9WZEd6OFVrR1hXRnpEQU1ZWlVPa1hlaDFCMXJUa2xGUDZtSmlNTG1NMHlOdjk4NXdOV2pWZENUb1BuTjgyc0owcUw1MnVXOWFraEJ5bk1TQkFhTmRVZE1SOU9sYWg2VFZOeFlkbDhnYUhxQl9aX1BnUWs4d3hfa2ZrNHpsZklnS3Z3RllfODE3bHpjVlY1LTVDdjdxMkJWNzZoUdIBsAFBVV95cUxNMGVnUldHZEpxbjIwdUc2ZVJBZXE2Nml1OVZXeDg5NjEweDJqQ3p5YlNVeFdYUjR0bVJGVC10eU1zSlFvY1dOV0RNTXdFVWpBYmpPQWUydS1tdEFickNtX09vT2FWYm1Zcm1NbWZFdjBmUDZWR2tqaXF4blNSb2R2cDk2R1kzWXhvYnFidzVKTDZDQVBnV295WmNzcnp2bTdvSnNpU0JFdDVjbHJZVUVGSg?oc=5,2026-08-25T14:11:33+00:00
2026-06-17,Marico Cuts Parachute Oil Price By 17% As Copra Costs Fall; Jasmine Hair Oil Rate Up - NDTV Profit,NDTV Profit,https://news.google.com/rss/articles/CBMixgFBVV95cUxOcDVGbHBwaE9DU0NLZWJQQ3hZMm9OQ1lyQzhjS05RNFVSYjZvbklTVnk1bmJqQXl6aWZjbHZISEZKOHNvanBaSUVoTU9KR211NEpqLVRwTVVjUmR1UmVNUFIyd21rVi1KR0lJNkRhRUFrcS1kT3RQc3pFXzlrX29MTjJrQnlyWkdJMG5NbHFyajVleHdfQUxxc2NZeGZsbXJKa2JHU0VIeGtYcDZHUFVWcnVVODctZTBCa3JRR3h3LXlpY20tQUHSAc4BQVVfeXFMUGI5WWE5OVZHSHZqclpIbmEzdS1PZEtWNlM4YzU1SjR6X0tUSnBCYlZ1U0FRZjhGeGlaNHFlbFZjUkt1bDcxekl1a1Nkc2RETU5VaVliM0ZvOTlGQlliWS1YSHVsa0FQRFBYTDdfV2xOQTAyUFNKWWZiT3pBYjREX1doTlJwVW9LWEdhbzktNUV4cm1mSHd4Y3BOZUNxUWtidEp6YU1lT0RXdmdjV2hkZzZyelZzcjcyZFpGNHdFT2J4cFp5VUdPWU9ZVlJHc3c?oc=5,2026-08-25T09:23:10+00:00
2026-06-17,Marico Cuts Parachute Oil Price By 17% As Copra Costs Fall; Jasmine Hair Oil Rate Up - ndtvprofit.com,ndtvprofit.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxOcDVGbHBwaE9DU0NLZWJQQ3hZMm9OQ1lyQzhjS05RNFVSYjZvbklTVnk1bmJqQXl6aWZjbHZISEZKOHNvanBaSUVoTU9KR211NEpqLVRwTVVjUmR1UmVNUFIyd21rVi1KR0lJNkRhRUFrcS1kT3RQc3pFXzlrX29MTjJrQnlyWkdJMG5NbHFyajVleHdfQUxxc2NZeGZsbXJKa2JHU0VIeGtYcDZHUFVWcnVVODctZTBCa3JRR3h3LXlpY20tQUHSAc4BQVVfeXFMUGI5WWE5OVZHSHZqclpIbmEzdS1PZEtWNlM4YzU1SjR6X0tUSnBCYlZ1U0FRZjhGeGlaNHFlbFZjUkt1bDcxekl1a1Nkc2RETU5VaVliM0ZvOTlGQlliWS1YSHVsa0FQRFBYTDdfV2xOQTAyUFNKWWZiT3pBYjREX1doTlJwVW9LWEdhbzktNUV4cm1mSHd4Y3BOZUNxUWtidEp6YU1lT0RXdmdjV2hkZzZyelZzcjcyZFpGNHdFT2J4cFp5VUdPWU9ZVlJHc3c?oc=5,2026-08-17T13:59:27+00:00
2026-06-06,Coconut prices fall in Dakshina Kannada after record highs - NEWSTRAIL,NEWSTRAIL,https://news.google.com/rss/articles/CBMiWEFVX3lxTE1paC1raVZSZVpBYm1rS0tJdC1uZXZZUklMNHZLWklNTldzc0tOVlRsYlhJSGZud3FhREtGb2FpSWtQSTBkeS1wZTFUSzg1YUU1c015VzBLRGY?oc=5,2026-08-25T14:11:33+00:00
2026-06-06,India sets standard pack sizes for cooking oils to help shoppers compare prices - Reuters,Reuters,https://news.google.com/rss/articles/CBMivAFBVV95cUxOSFA0SUxzRWF2eFZuRDBVMFlUZURHdlowZnJXSFB6aGRXY2p5SGpub1lvazVrRTZzNDV5NVVDZUVJOGlLTTNoSkhBZ2xOb29QTkE0S0k4Y2k4czlPNzJfc3hZWHpaYmxrbEMwUi1hNjdldEM0ZDdIVk55aTU1Y3piVFp1X1lyM0xsbmRxa1paUlczbF9NQzFxTTZ1RS1scGRxc3dTMGN5YjRNdGQ4eWxjU2QzenFTcU5vTFJ4YQ?oc=5,2026-08-25T14:11:33+00:00
2026-06-06,Coconut prices fall in Dakshina Kannada after record highs - newstrailindia.com,newstrailindia.com,https://news.google.com/rss/articles/CBMiWEFVX3lxTE1paC1raVZSZVpBYm1rS0tJdC1uZXZZUklMNHZLWklNTldzc0tOVlRsYlhJSGZud3FhREtGb2FpSWtQSTBkeS1wZTFUSzg1YUU1c015VzBLRGY?oc=5,2026-08-17T09:28:28+00:00
2026-06-06,India sets standard pack sizes for cooking oils to help shoppers compare prices - reuters.com,reuters.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxOSFA0SUxzRWF2eFZuRDBVMFlUZURHdlowZnJXSFB6aGRXY2p5SGpub1lvazVrRTZzNDV5NVVDZUVJOGlLTTNoSkhBZ2xOb29QTkE0S0k4Y2k4czlPNzJfc3hZWHpaYmxrbEMwUi1hNjdldEM0ZDdIVk55aTU1Y3piVFp1X1lyM0xsbmRxa1paUlczbF9NQzFxTTZ1RS1scGRxc3dTMGN5YjRNdGQ4eWxjU2QzenFTcU5vTFJ4YQ?oc=5,2026-08-16T13:50:33+00:00
2026-06-05,Tamil Nadu's coconut farmers in distress over delay in purchase of copra - DT Next,DT Next,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYlZCbHMyeHNsQ1o2Nlc1ZVpsUHdpV3F3MkoxaHhvMkJ1Tm5ZM09lY01oY3htVVh0MU5pUmt1dVdVcEhaTzRIM3BrWkpGYUFEcDFvRlFKLWF1UndpblJiNmZXZVhJYkRNWkhXOVAtdHVMenhLaU9YVk5oakdlTnp6VEtRT21yVGRmcVJwTnRYa25UbEMzMm9vVTFObnFrZEpzTUV3MEQwbnFWdDRk0gG6AUFVX3lxTE5YS0tWMk1Sd2pmdWUtLTR5Rnp3VWRXQU1jWGJIc1FCSFI1RUZka0hyTDNLV0xyVWhJSld3S0piUi1FSlRQVmo1WjlWNURUSDJQOEQyXy1wZWRBWk5IRFoxbjROSkIxM284WUs5YlA3SGI1VlBqQ2JnTjRvdUE5UG9lNVZIYl9vSnVxQWt2NUQyVnZ5YTF6bW5EYVRTbWVwelp3ckFzM0wwWmY5X3dqb1JiQURVc3ZLRFl0dw?oc=5,2026-08-25T14:11:33+00:00
2026-06-05,"Farmers hit hard as coconut prices plunge in Mysuru, Chamarajanagar - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQX1duMDh2RmtnaUc5dnVDNFJyMUhSMnUwTEtRcUxZay0tbVFmWHFvYTd6U1RzM1U4MGhJYXVnMVR0UFZLMEJJVjFmRXRCM0NfcjhCTUszUEZRd0I1TFdPYlpxNTM2bzBpdHhvMGd0STR6SF92R1RVdmx0UmxFZGIzb0JqR3RWXzIwWXFWRThzaFhnbldLYkdMVk9lWjN3N292LWZIRnZKTF9KMUpNTktQOXZVYTBvNHRhVWJ4N3Q5dnRVeGptSzdnX1c0Z2tXSWg3aXlZS0xYZ9IB3AFBVV95cUxNcUJxNWJfdUpGelVXbFdyemFaR1V4Y0xudmdqa1BsYXhVS1NzeVN6WmFTWXFmUkJnS0IyRVZHdHE5ZDhkYzNNblRrQkhSR3R2a0FfM2FPV29mbEtSdTlBUG5QcWZFVnpWQm1vbmplb29KWXc2akhkSnZwbDZCWEkwdG5fWUk3VmQwR01vUHRyRC1kVG1yb3VaR2l4RDRFc3dtbXpBSmJUSm8tc3ZadGRVcEtUc2JtaTF0cGxJdGRRVFZpd1VFMndnVGhaTXpXMFZSY1lEYUNNaEhHYTVl?oc=5,2026-08-25T14:11:33+00:00
2026-06-05,"Farmers hit hard as coconut prices plunge in Mysuru, Chamarajanagar - timesofindia.indiatimes.com",timesofindia.indiatimes.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQX1duMDh2RmtnaUc5dnVDNFJyMUhSMnUwTEtRcUxZay0tbVFmWHFvYTd6U1RzM1U4MGhJYXVnMVR0UFZLMEJJVjFmRXRCM0NfcjhCTUszUEZRd0I1TFdPYlpxNTM2bzBpdHhvMGd0STR6SF92R1RVdmx0UmxFZGIzb0JqR3RWXzIwWXFWRThzaFhnbldLYkdMVk9lWjN3N292LWZIRnZKTF9KMUpNTktQOXZVYTBvNHRhVWJ4N3Q5dnRVeGptSzdnX1c0Z2tXSWg3aXlZS0xYZ9IB3AFBVV95cUxNcUJxNWJfdUpGelVXbFdyemFaR1V4Y0xudmdqa1BsYXhVS1NzeVN6WmFTWXFmUkJnS0IyRVZHdHE5ZDhkYzNNblRrQkhSR3R2a0FfM2FPV29mbEtSdTlBUG5QcWZFVnpWQm1vbmplb29KWXc2akhkSnZwbDZCWEkwdG5fWUk3VmQwR01vUHRyRC1kVG1yb3VaR2l4RDRFc3dtbXpBSmJUSm8tc3ZadGRVcEtUc2JtaTF0cGxJdGRRVFZpd1VFMndnVGhaTXpXMFZSY1lEYUNNaEhHYTVl?oc=5,2026-08-16T13:50:33+00:00
2026-06-05,Tamil Nadu's coconut farmers in distress over delay in purchase of copra - dtnext.in,dtnext.in,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYlZCbHMyeHNsQ1o2Nlc1ZVpsUHdpV3F3MkoxaHhvMkJ1Tm5ZM09lY01oY3htVVh0MU5pUmt1dVdVcEhaTzRIM3BrWkpGYUFEcDFvRlFKLWF1UndpblJiNmZXZVhJYkRNWkhXOVAtdHVMenhLaU9YVk5oakdlTnp6VEtRT21yVGRmcVJwTnRYa25UbEMzMm9vVTFObnFrZEpzTUV3MEQwbnFWdDRk0gG6AUFVX3lxTE5YS0tWMk1Sd2pmdWUtLTR5Rnp3VWRXQU1jWGJIc1FCSFI1RUZka0hyTDNLV0xyVWhJSld3S0piUi1FSlRQVmo1WjlWNURUSDJQOEQyXy1wZWRBWk5IRFoxbjROSkIxM284WUs5YlA3SGI1VlBqQ2JnTjRvdUE5UG9lNVZIYl9vSnVxQWt2NUQyVnZ5YTF6bW5EYVRTbWVwelp3ckFzM0wwWmY5X3dqb1JiQURVc3ZLRFl0dw?oc=5,2026-08-13T09:52:12+00:00
2026-05-29,"UN-honoured TN farmer turned coconut losses into profits with multi-crop, tree-based farming - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNdmZwcVpNdjVvUE5CRWtKbGRraG1LTlZabVJzX1pnVzNjazFBckVMSFR1TzJlTk50WFVFSDBnRTBWczRWREtFdF9HbFpfQ1ZGM2lqQS1XcUQ0THRGSU42ajY0RHBlbGNvdGZUX3B0ZmtuY2ZIa3oxS1EwcV9WVEc1dXVUVHppMnNuY1I1YU9oekFXVVpveVZtOWpfc1prZnNoWGtIN1djbHlUNkRhMjBqSF9NTnVGNzVfQWozd3pWYnR6aFhoeDVOZ3djQ2ZTVmpSQmh3NXlnWmVCRTV3djdBNXpuYmxqWllQWFM2a2F5SULSAfYBQVVfeXFMTlViZTZNdG53MGFOVDMzVlpORFVhRlJ6S0h6dXZKOUxQek9WM0QyN2NWNHpYSml2Ul9jVEVXYzJ2ZWxGYmF2cjZ1OENvY1Q3MGVjQkpPbzRnOEVwMWx3XzlQSkNad1JaX25TaTA2YXBfVEtMenY5VWFsNXA5Z2taMjVIN0JqRjY1Zi03MThhcFptbTNmRXozdnFDUUpCSDNIZWQ4dVBKRXlaREo4c2JnR0VTTWVRTHdHbzhELV9vRXllN21JcEZybTlzdk9RdFBmdG5VMXptdlJpRWNKdEFXVEVOd3g5cDFNNEtOODVWaFJBM3JUbG1B?oc=5,2026-08-25T14:11:33+00:00
2026-05-29,"UN-honoured TN farmer turned coconut losses into profits with multi-crop, tree-based farming - timesofindia.indiatimes.com",timesofindia.indiatimes.com,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNdmZwcVpNdjVvUE5CRWtKbGRraG1LTlZabVJzX1pnVzNjazFBckVMSFR1TzJlTk50WFVFSDBnRTBWczRWREtFdF9HbFpfQ1ZGM2lqQS1XcUQ0THRGSU42ajY0RHBlbGNvdGZUX3B0ZmtuY2ZIa3oxS1EwcV9WVEc1dXVUVHppMnNuY1I1YU9oekFXVVpveVZtOWpfc1prZnNoWGtIN1djbHlUNkRhMjBqSF9NTnVGNzVfQWozd3pWYnR6aFhoeDVOZ3djQ2ZTVmpSQmh3NXlnWmVCRTV3djdBNXpuYmxqWllQWFM2a2F5SULSAfYBQVVfeXFMTlViZTZNdG53MGFOVDMzVlpORFVhRlJ6S0h6dXZKOUxQek9WM0QyN2NWNHpYSml2Ul9jVEVXYzJ2ZWxGYmF2cjZ1OENvY1Q3MGVjQkpPbzRnOEVwMWx3XzlQSkNad1JaX25TaTA2YXBfVEtMenY5VWFsNXA5Z2taMjVIN0JqRjY1Zi03MThhcFptbTNmRXozdnFDUUpCSDNIZWQ4dVBKRXlaREo4c2JnR0VTTWVRTHdHbzhELV9vRXllN21JcEZybTlzdk9RdFBmdG5VMXptdlJpRWNKdEFXVEVOd3g5cDFNNEtOODVWaFJBM3JUbG1B?oc=5,2026-08-16T13:50:33+00:00
2026-05-12,Farmers buoyed as CDB favours replacing palm oil with coconut oil for supply through Public Distribution System - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMiiwJBVV95cUxPLUJyUmIyUkg1LWwxWVdudHNpSVNiVmt3eVJRZjlFWVAwWG5ib3RpZlZUS2tON0lYamNvZE1CVEtTVE42ODd6MzFEc3ZpdUNnSTJtUnNnTUpEZzNVbS10a3BpQXVEU0IwckdKRmxKSjF0MDE0S01OSWhlc1JjUFR6b1VLdlotQ0lCUHk3N0ozTllxZEdPQW5xNUZoMEFjWkFjNmdiWjlHUWZnMDdPaDlnVC1kLUIyRTRyRFV6T09yY3hkaGlWd01Rb0ZjUHhUVktGNG5rRV9xQnFORTY5ak90eEJQcW8yUTlBSEdDWFhWS2lMeUV0QnRqNWRMSmRKaXpXNXlkZnBfUEtrOTjSAZICQVVfeXFMTXZBMUhraHJwbGJFa01PQl9QZGIxVUYtT1hucmlEdnhsRlRMMGQ3Mkxsdk5DQXVKWlF3Q3V1WEVBSVJoWDdzcjlfWWNWLTFkVVFieWFZdDRjNU0zWDcwdDZVRmQ3dmp1YUNvSm9zc3RHdHFUZE1QV1dNNTVXajd3MFdYQjN6cmdBZ1k2MURnSzZHZm9JTUhOeS1nbUZnZFlPSV8ydmRFSnZ1Yzk4cFNUVEcwYXBPdkRmeTZMeXhxT0t2VkxhcGxMd281TWhUYktac2Q5MmVSMEpSM2FMaUg5WURJTkdadzVsN0o4SnVkRmRCc2ZOUU95UnZvWWNmS092dG1NTVN1M0Y2SzNYYlhzNUMtQQ?oc=5,2026-07-20T15:26:16+00:00
2026-05-11,Vietnamese coconut prices triple on supply shortages and export demand - FreshPlaza,FreshPlaza,https://news.google.com/rss/articles/CBMixwFBVV95cUxPT0hQcm9ySmlTZzFSMHdRSkJCQ0YtVFFxaDJreWVISnFvbXpQUkpUOGotb2JEZ3hLZnREOWlXc3A4UW1KZl9JUUctMWdWb3Q2VG5qQlZUT0FaZ2NfUGV3UFUxNTJIbExyRk1fRVBCVXE1dUxOQ1FIZDIyemUxQnBYcGpfY3pQNm9odzBVUFd1M3ZYUjJ5cFRhcElzbzc4NHo5MGZub3lBdF9VN2ttc3RsZlJIaFhWZXdQVmJxOWFrYmJOMDR5Wkhj?oc=5,2026-08-24T09:34:12+00:00
2026-05-08,"Coconut oil, copra prices head south amid weak demand, export disruptions - India Shipping News",India Shipping News,https://news.google.com/rss/articles/CBMitwFBVV95cUxQYnRWUklTeHJwQ0tWZDF5bUI3YTBCdUh6WGo3cGdpOElXMkZmNnZOZUZiZmYxMlZidVNSbW9ZX2tuSGtmWnJRZnpnNjc0TTVSVXJyemhIdkVUTDBHeV9kYkpBQWwzMFQxeHVfUmUwRUNXYnVVTXN0VFdNVmh0Nm5XMllQb0lFT2VKNzdLcTVkdmY2RnlTTGJsd29qdUxobzBseFpQSElOT2pjM3dnZEVSRVRSQXFEanc?oc=5,2026-08-25T14:11:33+00:00
2026-05-05,Beyond Parachute: Marico swaps coconut oil comfort for a premium growth playbook - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPRDRJc0RkV2hEQkJkVVVGRTdzWWJVOHkzcHB1bGNhNGlqVW1QU2txeDlOSWhoa2h5MXNSYnJGQ2RjUGxfQUpLd0dRNDM4aVJfdEdRdFgyT0tmWWUyQ0VwdEE5SkFEWDQ4Uk5JZnJTb0VzWXpQNjRpal8zRl9HN19Sc1ZPaV9vQktYLXpJSzRTYV91OVc5REJqMThsNnByYUpUTC1YMWpqRmRwRnh0ZkVrSmtDb2p4OWxkLUJ5OW5MWERzaHRBSWNHdEt1NUlIUzFGZFBDVWVFNi1EWndBXzlyalRqMGVkMmFFeGkwMUJYdXdOYkXSAfgBQVVfeXFMT3dQWlQxZTNqQUQwa0pkT0x2M2xmc2kyVmNBZWtTTE85WTVub3FXZ0lJemE2T1lhNS1uNmZQUVplVHZMU2JKNzFVZkdfODI0ekhYdHNFTnFYQ1hrUGJJbW9sZER3QWlhYVFFcTdTX3BWb3RQLVI3Q3F6ZW9WTDB5a0dDT2owZ2NwdGN3azNMdjJ4d1ViZVNiX1c1NFBlelhlT1RWOENDUEM1M0NZdU10d2dCSGhHZExwWGI0QkhrU3A2WklnRDA2ZUVVWmpGWEV0eFJOSDB6UGdESHVOQVBkY2cyclloblJUZmRIYUtwSmtVOWxJSkRmVzQ?oc=5,2026-07-29T11:12:58+00:00
2026-05-02,Tender coconut price shoots up in cultivation regions as wholesale traders adopt new system - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQQmh0ekFWZmVuNDd5X3RJNHE2alZQWFJMVUx4d01zcjR4TDFaOE9VNDdvMlJuQ0VTb29EVm85OUliRnhrMUtPR0ZZNU1wMVY0R3NhNlo4V2h4TGttME5taWg1QzNIZ2kzbUZfYnM4V1NlaGVodllsZl83WHBzN0ltX3N2M3pqVmV2bEFabmVXYnV4UTdDYU1Jd0F4aHIzZlJWaUo5ZXBMd21GUENPYjIycXpoRUxxR0l6T3VVUTZkVDVyZnEtdXd6ZlV1eElWTzJ1UmVHV3N2bUI0R3RCSUJKcEFEdGk1TjZtTExPWHhZVGliVV92bHfSAfwBQVVfeXFMUGxUcWVQNnJ0Yzc4Sjdsc0ZaNzdSNFR3TGk0b08wUGh1MVdoVHhwY3lsYUFoY09OWkVRLTgxQVJvSm4xbFhBYlBaV2JNdnFoRXJvUE91OUxIYi1mZnAyMEFOMXB1aWxfQ3RlRXZyMnkwWEc1VXBzM25mZzNIb1FpT3cxNXQzY0VGLWc1QXdkeEs0alZyQUpvQi1JX2RYb2dUZ2pkME4wVjNIQWozamZMY2lEZEp1SzQtUk5hd2hrYXdsMEhtUWNxaDdRWkg2TURKLWh5YTktbXlfTDVoNzNyczRFTUdsdU9DOG4xTXYxRG5VSlpEZUowa3p2RV9U?oc=5,2026-08-22T13:50:12+00:00
2026-05-02,Tender coconut price shoots up in cultivation regions as wholesale traders adopt new system - thehindu.com,thehindu.com,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQQmh0ekFWZmVuNDd5X3RJNHE2alZQWFJMVUx4d01zcjR4TDFaOE9VNDdvMlJuQ0VTb29EVm85OUliRnhrMUtPR0ZZNU1wMVY0R3NhNlo4V2h4TGttME5taWg1QzNIZ2kzbUZfYnM4V1NlaGVodllsZl83WHBzN0ltX3N2M3pqVmV2bEFabmVXYnV4UTdDYU1Jd0F4aHIzZlJWaUo5ZXBMd21GUENPYjIycXpoRUxxR0l6T3VVUTZkVDVyZnEtdXd6ZlV1eElWTzJ1UmVHV3N2bUI0R3RCSUJKcEFEdGk1TjZtTExPWHhZVGliVV92bHfSAfwBQVVfeXFMUGxUcWVQNnJ0Yzc4Sjdsc0ZaNzdSNFR3TGk0b08wUGh1MVdoVHhwY3lsYUFoY09OWkVRLTgxQVJvSm4xbFhBYlBaV2JNdnFoRXJvUE91OUxIYi1mZnAyMEFOMXB1aWxfQ3RlRXZyMnkwWEc1VXBzM25mZzNIb1FpT3cxNXQzY0VGLWc1QXdkeEs0alZyQUpvQi1JX2RYb2dUZ2pkME4wVjNIQWozamZMY2lEZEp1SzQtUk5hd2hrYXdsMEhtUWNxaDdRWkg2TURKLWh5YTktbXlfTDVoNzNyczRFTUdsdU9DOG4xTXYxRG5VSlpEZUowa3p2RV9U?oc=5,2026-08-10T10:07:49+00:00
2026-04-30,"Coconut oil, copra prices head south amid weak demand, export disruptions - BusinessLine",BusinessLine,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQLWdaLXVZNGliYWk3M0pvSFY5dUk0bW9IemlTb2l3em1WN1Fybk1yTkVaVndWbk1JOHRYZk5DWGI4ZFZpMkxkb2dpdVlnbUR3SFc1dlc5c0lkS0QxS3JWNHNYcnd4X3N4UzhHUnFzcklJQlV2LWhzVWp4S3ZmT1E0bEtYU2g0WEdEMU1PQm5acW9odGIwMVhJYXZDVGpwVF9BSm9aWW9Kd2pDMkswV25Zb0JaOGVENE91MktycFFWWjVZbmdQT0dyQ1llUHctUm01R2wybW44Z3BtNWtPNUlJVExYOWjSAesBQVVfeXFMUEI3OUlrUDluTHkxeTI3RFQtb3F1Rk44U0hGS1JUQ0drUGRpWlQ2NFByTnBPazlBTEprempTQXd5MjdBSW9DemxaaERiV3REYTR2ck1QVEZ3azMtNWhBTHJCRWRlRzVDQnBsYUxYVFo0ZWRqQzYzLW5XWEZEUmpDLUdqMlpiWnMwNEZKak1TbGZVMUh5M2h1NWlzbjRhUk9EdXdUTzNnSWxBamxaOEUxRlF1UjNOSkNCeTJ3OWpUa0VDVHU0RW5XR0FnMWpjUEJvRUpQS0RoNTdtN2hkMmRJczNNazg3VGhvSlU5Yw?oc=5,2026-08-15T13:49:31+00:00
2026-04-30,"Coconut oil, copra prices head south amid weak demand, export disruptions - thehindubusinessline.com",thehindubusinessline.com,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQLWdaLXVZNGliYWk3M0pvSFY5dUk0bW9IemlTb2l3em1WN1Fybk1yTkVaVndWbk1JOHRYZk5DWGI4ZFZpMkxkb2dpdVlnbUR3SFc1dlc5c0lkS0QxS3JWNHNYcnd4X3N4UzhHUnFzcklJQlV2LWhzVWp4S3ZmT1E0bEtYU2g0WEdEMU1PQm5acW9odGIwMVhJYXZDVGpwVF9BSm9aWW9Kd2pDMkswV25Zb0JaOGVENE91MktycFFWWjVZbmdQT0dyQ1llUHctUm01R2wybW44Z3BtNWtPNUlJVExYOWjSAesBQVVfeXFMUEI3OUlrUDluTHkxeTI3RFQtb3F1Rk44U0hGS1JUQ0drUGRpWlQ2NFByTnBPazlBTEprempTQXd5MjdBSW9DemxaaERiV3REYTR2ck1QVEZ3azMtNWhBTHJCRWRlRzVDQnBsYUxYVFo0ZWRqQzYzLW5XWEZEUmpDLUdqMlpiWnMwNEZKak1TbGZVMUh5M2h1NWlzbjRhUk9EdXdUTzNnSWxBamxaOEUxRlF1UjNOSkNCeTJ3OWpUa0VDVHU0RW5XR0FnMWpjUEJvRUpQS0RoNTdtN2hkMmRJczNNazg3VGhvSlU5Yw?oc=5,2026-08-08T14:04:54+00:00
2026-04-27,Gulf crisis stalls tender coconut exports from Pollachi as ocean freight rates triple - DT Next,DT Next,https://news.google.com/rss/articles/CBMivwFBVV95cUxNcEs5ZE1lSmFHMVhfdUlsRlk1WkdzQUlfLUMyek9mdFdVR1NFM2hQLTNuZUNUT2dDRHJRcl9WT1I2akR4WDNLQ0pGa21Pd21ENlRLT1BOamkzOE5XV2FDU2gzWnB6SE9ZVVdqWnpqTm9WMnB4LUFpRjU5OHZFbFRERGpYbXdiUXJCRXJPZ2RlMWVFQThMeXdvaGQtcnNoX05LY0hlMmxnTWppMXJnN2dEbTB4d0RMMTdOZkNZLThza9IBzAFBVV95cUxQT1E1aWVRYmlLeV84WEplajh0ek5PNkNzbHJWZWxubmVsbjhqSEtoanhHOUVfWjZKaU1hMXBXUU9QTjhqZm1USFd5bjMtcEZqbUZIakd5cmJTejhqTC04aUtzLVBKS0lETlRmWXVxRE9Yd1lIU04tdnZnOVpQbE1hbGEyYUhQTjhWb21DWTMwSnFKVFU3bnRJbDNKODJFQ29RenVnVGRqSFZ3aUFoTTd0aEN6ZU1ETjVtR2I2bjJqMmtLZkU2TXM5NU9CMm8?oc=5,2026-08-25T14:11:33+00:00
2026-04-27,Tamil Nadu: Tender coconut a costlier option for hydration now - DT Next,DT Next,https://news.google.com/rss/articles/CBMinwFBVV95cUxNQUl5emdKQkpRVGIzRWp0WmM1RXRyb1YtQmd2RkhaeTVXXzhoWngydUNPOW01dDhQcmhKM2owZS1FYzZHSXJxVmVRZGVFOVFQRlI0NzhXNzVWSndGSDFZd2c3Y3RTa2QyMTBUT1lBM3VuZDUxSjZVMmdmNTVCZ0V5ZlBCd1ZTMERtUncyTTdmcERBNW5yT1B3a1RBT2xIcFnSAawBQVVfeXFMUENzeGFWU3M1a21kVWJlaGRteEg4dG4tUGgxQ1dFcUQwVUtERnMwZ3BWcHk4Y09IRGdKUHJKSDZDWFA3aE5CRlpwVURhZ2lPdUI1cGhhTjZzU0p5S2VuMElPc1hZeC1zUmZ6Uk9IV2xRMHpNSF9HV3VUTWV1aHlsdTNlNlFoNkMzeXpxVWh0SjhpSDhBSXZ1U3JZMlhFMUcySGJGRnpndHNLRElxeQ?oc=5,2026-08-25T14:11:33+00:00
