date,district,market,commodity_slug,variety,grade,min_price,max_price,modal_price,unit,source,fetched_at
2025-01-01,Ernakulam,Ernakulam,copra,Sundried,DES,16500,16500,16500,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Kannur,Kannur,copra,Sundried,DES,14800,14800,14800,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Kasargod,Kasargod,copra,Smoked,DES,14000,14000,14000,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Ernakulam,Kothamangalam,copra,Sundried,DES,13300,13300,13300,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Kozhikode,Kozhikode,copra,Eduthapadi,DES,17100,17100,17100,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Ernakulam,North Paravur,copra,Smoked,DES,14800,14800,14800,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Kannur,Thalassery,copra,Sundried,DES,15000,15000,15000,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-01,Kozhikode,Vadakara,copra,Milling,DES,16750,16750,16750,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-02,Kannur,Irityy Market,copra,Other,FAQ,13000,14000,13500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-02,Kannur,Kuthuparambu Market,copra,Other,FAQ,7000,15000,11000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-02,Kasargod,Manjeswaram Market,copra,Other,FAQ,13000,14000,13500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-02,Kasargod,Neeleswaram Market,copra,Other,FAQ,12500,13500,13000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Ernakulam,Ernakulam,copra,Sundried,DES,16500,16500,16500,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kasargod,Kanjangadu Market,copra,Other,FAQ,14300,15000,14500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Kannur,Kannur,copra,Sundried,DES,14900,14900,14900,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kasargod,Kasargod,copra,Smoked,DES,14000,14000,14000,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kasargod,Kasargod Market,copra,Other,FAQ,11000,12000,11500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Ernakulam,Kochi,copra,Sundried,DES,15000,15000,15000,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Ernakulam,Kothamangalam,copra,Sundried,DES,13300,13300,13300,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kozhikode,Kozhikode,copra,Ball,DES,18000,18000,18000,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kozhikode,Kozhikode,copra,Eduthapadi,DES,17400,17400,17400,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kannur,Kuthuparambu Market,copra,Other,FAQ,7000,15000,11000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Kasargod,Manjeswaram Market,copra,Copra,FAQ,13000,14000,13500,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Kasargod,Neeleswaram Market,copra,Other,FAQ,12500,13500,13000,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
2025-01-03,Ernakulam,North Paravur,copra,Smoked,DES,14900,14900,14900,Rs/quintal,des,2026-07-09T23:34:28+00:00
2025-01-03,Kannur,Payyannur Market,copra,Other,FAQ,11300,11500,11400,Rs/quintal,agmarknet,2026-07-09T00:00:00+00:00
